
*** Era  1  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
     69   wine3       wine2                  0
     70   wine2       wine2                  1
     71   wine3       wine2                  0
     72   wine3       wine2                  0
     73   wine3       wine2                  0
     74   wine3       wine2                  0
     75   wine3       wine2                  0
     76   wine2       wine2                  1
     77   wine1       wine1                  1
     78   wine2       wine2                  1
     79   wine3       wine2                  0
     80   wine3       wine2                  0
     81   wine1       wine1                  1
     82   wine1       wine1                  1
     83   wine3       wine2                  0
     84   wine3       wine2                  0
     85   wine1       wine1                  1
     86   wine3       wine2                  0
     87   wine1       wine1                  1
     88   wine2       wine2                  1
     89   wine3       wine1                  0
     90   wine3       wine2                  0
     91   wine1       wine1                  1
     92   wine2       wine2                  1
     93   wine2       wine2                  1
     94   wine2       wine2                  1
     95   wine2       wine2                  1
     96   wine3       wine2                  0
     97   wine3       wine2                  0
     98   wine3       wine2                  0
     99   wine2       wine2                  1
    100   wine3       wine2                  0

*** Era  11  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine3       wine3                  1
      2   wine2       wine2                  1
      3   wine3       wine3                  1
      4   wine3       wine3                  1
      5   wine3       wine3                  1
      6   wine1       wine1                  1
      7   wine3       wine3                  1
      8   wine1       wine1                  1
      9   wine3       wine3                  1
     10   wine3       wine3                  1
     11   wine2       wine2                  1
     12   wine2       wine2                  1
     13   wine2       wine2                  1
     14   wine2       wine2                  1
     15   wine3       wine3                  1
     16   wine1       wine1                  1
     17   wine1       wine1                  1
     18   wine2       wine2                  1
     19   wine2       wine2                  1
     20   wine1       wine1                  1
     21   wine3       wine3                  1
     22   wine3       wine3                  1
     23   wine2       wine2                  1
     24   wine2       wine2                  1
     25   wine1       wine2                  0
     26   wine3       wine3                  1
     27   wine1       wine1                  1
     28   wine2       wine2                  1
     29   wine3       wine3                  1
     30   wine2       wine2                  1
     31   wine3       wine3                  1
     32   wine3       wine3                  1
     33   wine2       wine2                  1
     34   wine3       wine3                  1
     35   wine3       wine3                  1
     36   wine2       wine2                  1
     37   wine2       wine2                  1
     38   wine3       wine3                  1
     39   wine2       wine2                  1
     40   wine3       wine3                  1
     41   wine2       wine2                  1
     42   wine3       wine3                  1
     43   wine2       wine2                  1
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine3       wine3                  1
     48   wine2       wine2                  1
     49   wine3       wine3                  1
     50   wine3       wine3                  1
     51   wine3       wine3                  1
     52   wine3       wine3                  1
     53   wine3       wine3                  1
     54   wine3       wine3                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine2       wine2                  1
     59   wine3       wine3                  1
     60   wine1       wine1                  1
     61   wine3       wine3                  1
     62   wine3       wine3                  1
     63   wine3       wine3                  1
     64   wine2       wine2                  1
     65   wine3       wine3                  1
     66   wine1       wine1                  1
     67   wine3       wine3                  1
     68   wine3       wine3                  1
     69   wine3       wine3                  1
     70   wine3       wine3                  1
     71   wine3       wine3                  1
     72   wine1       wine1                  1
     73   wine3       wine3                  1
     74   wine2       wine2                  1
     75   wine2       wine2                  1
     76   wine3       wine3                  1
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine2       wine2                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine3       wine3                  1
     83   wine3       wine3                  1
     84   wine2       wine2                  1
     85   wine3       wine3                  1
     86   wine2       wine2                  1
     87   wine2       wine2                  1
     88   wine3       wine3                  1
     89   wine3       wine3                  1
     90   wine3       wine3                  1
     91   wine3       wine3                  1
     92   wine3       wine3                  1
     93   wine1       wine1                  1
     94   wine3       wine3                  1
     95   wine2       wine2                  1
     96   wine2       wine2                  1
     97   wine3       wine3                  1
     98   wine3       wine3                  1
     99   wine3       wine3                  1
    100   wine3       wine3                  1

*** Era  12  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine3       wine3                  1
      2   wine2       wine2                  1
      3   wine1       wine1                  1
      4   wine2       wine2                  1
      5   wine2       wine2                  1
      6   wine3       wine3                  1
      7   wine2       wine2                  1
      8   wine2       wine2                  1
      9   wine3       wine3                  1
     10   wine3       wine3                  1
     11   wine3       wine3                  1
     12   wine2       wine2                  1
     13   wine1       wine1                  1
     14   wine1       wine1                  1
     15   wine3       wine3                  1
     16   wine3       wine3                  1
     17   wine3       wine3                  1
     18   wine3       wine3                  1
     19   wine1       wine1                  1
     20   wine3       wine3                  1
     21   wine2       wine2                  1
     22   wine2       wine2                  1
     23   wine3       wine3                  1
     24   wine3       wine3                  1
     25   wine2       wine2                  1
     26   wine3       wine3                  1
     27   wine3       wine3                  1
     28   wine3       wine3                  1
     29   wine3       wine3                  1
     30   wine3       wine3                  1
     31   wine2       wine2                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine3       wine3                  1
     35   wine2       wine2                  1
     36   wine3       wine3                  1
     37   wine3       wine3                  1
     38   wine2       wine2                  1
     39   wine2       wine2                  1
     40   wine1       wine1                  1
     41   wine2       wine2                  1
     42   wine2       wine2                  1
     43   wine2       wine2                  1
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine3       wine3                  1
     48   wine3       wine3                  1
     49   wine3       wine3                  1
     50   wine3       wine3                  1
     51   wine3       wine3                  1
     52   wine3       wine3                  1
     53   wine2       wine2                  1
     54   wine3       wine3                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine3       wine3                  1
     59   wine1       wine1                  1
     60   wine3       wine3                  1
     61   wine3       wine3                  1
     62   wine2       wine2                  1
     63   wine3       wine3                  1
     64   wine3       wine3                  1
     65   wine2       wine2                  1
     66   wine2       wine2                  1
     67   wine3       wine3                  1
     68   wine2       wine2                  1
     69   wine1       wine1                  1
     70   wine3       wine3                  1
     71   wine2       wine2                  1
     72   wine3       wine3                  1
     73   wine3       wine3                  1
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine3       wine3                  1
     77   wine3       wine3                  1
     78   wine2       wine2                  1
     79   wine2       wine2                  1
     80   wine2       wine2                  1
     81   wine2       wine2                  1
     82   wine3       wine3                  1
     83   wine3       wine3                  1
     84   wine2       wine2                  1
     85   wine1       wine1                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine1       wine1                  1
     89   wine3       wine3                  1
     90   wine2       wine2                  1
     91   wine2       wine2                  1
     92   wine3       wine3                  1
     93   wine3       wine3                  1
     94   wine3       wine3                  1
     95   wine3       wine3                  1
     96   wine3       wine3                  1
     97   wine2       wine2                  1
     98   wine3       wine3                  1
     99   wine1       wine1                  1
    100   wine3       wine3                  1

*** Era  13  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine2       wine2                  1
      2   wine2       wine2                  1
      3   wine2       wine2                  1
      4   wine3       wine3                  1
      5   wine3       wine3                  1
      6   wine3       wine3                  1
      7   wine3       wine3                  1
      8   wine3       wine3                  1
      9   wine3       wine3                  1
     10   wine1       wine1                  1
     11   wine3       wine3                  1
     12   wine2       wine2                  1
     13   wine3       wine3                  1
     14   wine3       wine3                  1
     15   wine3       wine3                  1
     16   wine3       wine3                  1
     17   wine2       wine2                  1
     18   wine3       wine3                  1
     19   wine3       wine3                  1
     20   wine1       wine1                  1
     21   wine1       wine1                  1
     22   wine3       wine3                  1
     23   wine3       wine3                  1
     24   wine3       wine3                  1
     25   wine1       wine1                  1
     26   wine3       wine3                  1
     27   wine2       wine2                  1
     28   wine2       wine2                  1
     29   wine3       wine3                  1
     30   wine3       wine3                  1
     31   wine3       wine3                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine1       wine2                  0
     35   wine3       wine3                  1
     36   wine2       wine2                  1
     37   wine3       wine3                  1
     38   wine3       wine3                  1
     39   wine2       wine2                  1
     40   wine3       wine3                  1
     41   wine3       wine3                  1
     42   wine2       wine2                  1
     43   wine2       wine2                  1
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine1       wine1                  1
     47   wine3       wine3                  1
     48   wine3       wine3                  1
     49   wine3       wine3                  1
     50   wine2       wine2                  1
     51   wine2       wine2                  1
     52   wine3       wine3                  1
     53   wine3       wine3                  1
     54   wine3       wine3                  1
     55   wine3       wine3                  1
     56   wine2       wine2                  1
     57   wine3       wine3                  1
     58   wine3       wine3                  1
     59   wine3       wine3                  1
     60   wine3       wine3                  1
     61   wine2       wine2                  1
     62   wine2       wine2                  1
     63   wine3       wine3                  1
     64   wine3       wine3                  1
     65   wine3       wine3                  1
     66   wine3       wine3                  1
     67   wine3       wine3                  1
     68   wine3       wine3                  1
     69   wine2       wine2                  1
     70   wine2       wine2                  1
     71   wine3       wine3                  1
     72   wine3       wine3                  1
     73   wine2       wine2                  1
     74   wine3       wine3                  1
     75   wine1       wine1                  1
     76   wine2       wine3                  0
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine3       wine3                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine3       wine3                  1
     83   wine3       wine3                  1
     84   wine1       wine1                  1
     85   wine3       wine3                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine1       wine1                  1
     89   wine3       wine3                  1
     90   wine3       wine3                  1
     91   wine3       wine3                  1
     92   wine2       wine2                  1
     93   wine3       wine3                  1
     94   wine3       wine3                  1
     95   wine2       wine2                  1
     96   wine2       wine2                  1
     97   wine3       wine3                  1
     98   wine2       wine2                  1
     99   wine3       wine3                  1
    100   wine3       wine3                  1

*** Era  14  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine2       wine2                  1
      2   wine2       wine3                  0
      3   wine3       wine3                  1
      4   wine3       wine3                  1
      5   wine3       wine3                  1
      6   wine1       wine1                  1
      7   wine2       wine2                  1
      8   wine3       wine3                  1
      9   wine3       wine3                  1
     10   wine3       wine3                  1
     11   wine3       wine3                  1
     12   wine3       wine3                  1
     13   wine2       wine2                  1
     14   wine3       wine3                  1
     15   wine2       wine2                  1
     16   wine2       wine2                  1
     17   wine3       wine3                  1
     18   wine2       wine2                  1
     19   wine1       wine1                  1
     20   wine3       wine3                  1
     21   wine2       wine2                  1
     22   wine3       wine3                  1
     23   wine1       wine1                  1
     24   wine2       wine2                  1
     25   wine3       wine3                  1
     26   wine1       wine1                  1
     27   wine2       wine2                  1
     28   wine2       wine2                  1
     29   wine3       wine3                  1
     30   wine3       wine3                  1
     31   wine2       wine2                  1
     32   wine3       wine3                  1
     33   wine2       wine2                  1
     34   wine2       wine2                  1
     35   wine3       wine3                  1
     36   wine3       wine3                  1
     37   wine3       wine3                  1
     38   wine2       wine2                  1
     39   wine3       wine3                  1
     40   wine3       wine3                  1
     41   wine2       wine2                  1
     42   wine2       wine2                  1
     43   wine3       wine3                  1
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine3       wine3                  1
     48   wine3       wine3                  1
     49   wine1       wine1                  1
     50   wine2       wine2                  1
     51   wine3       wine3                  1
     52   wine3       wine3                  1
     53   wine2       wine2                  1
     54   wine3       wine3                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine2       wine2                  1
     59   wine3       wine3                  1
     60   wine2       wine2                  1
     61   wine1       wine1                  1
     62   wine2       wine2                  1
     63   wine1       wine1                  1
     64   wine2       wine2                  1
     65   wine3       wine3                  1
     66   wine3       wine3                  1
     67   wine1       wine1                  1
     68   wine3       wine3                  1
     69   wine3       wine3                  1
     70   wine3       wine3                  1
     71   wine3       wine3                  1
     72   wine2       wine2                  1
     73   wine2       wine3                  0
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine2       wine2                  1
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine3       wine3                  1
     80   wine2       wine2                  1
     81   wine2       wine2                  1
     82   wine3       wine3                  1
     83   wine2       wine2                  1
     84   wine3       wine3                  1
     85   wine3       wine3                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine2       wine2                  1
     89   wine2       wine2                  1
     90   wine2       wine2                  1
     91   wine1       wine1                  1
     92   wine3       wine3                  1
     93   wine3       wine3                  1
     94   wine2       wine2                  1
     95   wine2       wine2                  1
     96   wine1       wine1                  1
     97   wine3       wine3                  1
     98   wine3       wine3                  1
     99   wine2       wine2                  1
    100   wine2       wine2                  1

*** Era  15  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine3       wine3                  1
      2   wine3       wine3                  1
      3   wine1       wine1                  1
      4   wine2       wine2                  1
      5   wine3       wine3                  1
      6   wine2       wine2                  1
      7   wine3       wine3                  1
      8   wine3       wine3                  1
      9   wine3       wine3                  1
     10   wine3       wine3                  1
     11   wine3       wine3                  1
     12   wine3       wine3                  1
     13   wine2       wine2                  1
     14   wine2       wine2                  1
     15   wine3       wine3                  1
     16   wine2       wine2                  1
     17   wine2       wine2                  1
     18   wine3       wine3                  1
     19   wine2       wine2                  1
     20   wine3       wine3                  1
     21   wine3       wine3                  1
     22   wine2       wine2                  1
     23   wine2       wine2                  1
     24   wine1       wine1                  1
     25   wine2       wine2                  1
     26   wine3       wine3                  1
     27   wine1       wine1                  1
     28   wine2       wine2                  1
     29   wine2       wine2                  1
     30   wine2       wine2                  1
     31   wine2       wine2                  1
     32   wine1       wine1                  1
     33   wine3       wine3                  1
     34   wine2       wine2                  1
     35   wine3       wine3                  1
     36   wine3       wine3                  1
     37   wine3       wine3                  1
     38   wine3       wine3                  1
     39   wine3       wine3                  1
     40   wine3       wine3                  1
     41   wine3       wine3                  1
     42   wine3       wine3                  1
     43   wine3       wine3                  1
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine3       wine3                  1
     48   wine3       wine3                  1
     49   wine3       wine3                  1
     50   wine3       wine3                  1
     51   wine2       wine2                  1
     52   wine3       wine3                  1
     53   wine2       wine2                  1
     54   wine2       wine2                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine3       wine3                  1
     59   wine3       wine3                  1
     60   wine3       wine3                  1
     61   wine3       wine3                  1
     62   wine2       wine2                  1
     63   wine2       wine2                  1
     64   wine2       wine2                  1
     65   wine3       wine3                  1
     66   wine2       wine2                  1
     67   wine3       wine3                  1
     68   wine1       wine1                  1
     69   wine2       wine2                  1
     70   wine3       wine3                  1
     71   wine3       wine3                  1
     72   wine3       wine3                  1
     73   wine2       wine2                  1
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine3       wine3                  1
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine2       wine2                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine3       wine3                  1
     83   wine2       wine2                  1
     84   wine3       wine3                  1
     85   wine3       wine3                  1
     86   wine1       wine1                  1
     87   wine3       wine3                  1
     88   wine2       wine2                  1
     89   wine3       wine3                  1
     90   wine2       wine2                  1
     91   wine3       wine3                  1
     92   wine2       wine2                  1
     93   wine2       wine2                  1
     94   wine2       wine2                  1
     95   wine3       wine3                  1
     96   wine2       wine2                  1
     97   wine3       wine3                  1
     98   wine2       wine2                  1
     99   wine2       wine2                  1
    100   wine3       wine3                  1

*** Era  16  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine3       wine3                  1
      2   wine2       wine2                  1
      3   wine1       wine1                  1
      4   wine3       wine3                  1
      5   wine3       wine3                  1
      6   wine3       wine3                  1
      7   wine2       wine2                  1
      8   wine2       wine2                  1
      9   wine3       wine3                  1
     10   wine2       wine3                  0
     11   wine2       wine2                  1
     12   wine3       wine3                  1
     13   wine2       wine2                  1
     14   wine3       wine3                  1
     15   wine3       wine3                  1
     16   wine3       wine3                  1
     17   wine2       wine2                  1
     18   wine1       wine1                  1
     19   wine3       wine3                  1
     20   wine2       wine2                  1
     21   wine3       wine3                  1
     22   wine2       wine2                  1
     23   wine3       wine3                  1
     24   wine3       wine3                  1
     25   wine3       wine3                  1
     26   wine3       wine3                  1
     27   wine3       wine3                  1
     28   wine3       wine3                  1
     29   wine1       wine1                  1
     30   wine3       wine3                  1
     31   wine3       wine3                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine3       wine3                  1
     35   wine3       wine3                  1
     36   wine2       wine2                  1
     37   wine2       wine2                  1
     38   wine3       wine3                  1
     39   wine2       wine2                  1
     40   wine2       wine2                  1
     41   wine2       wine2                  1
     42   wine2       wine2                  1
     43   wine2       wine2                  1
     44   wine2       wine2                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine1       wine1                  1
     48   wine3       wine3                  1
     49   wine2       wine2                  1
     50   wine1       wine1                  1
     51   wine2       wine2                  1
     52   wine3       wine3                  1
     53   wine3       wine3                  1
     54   wine2       wine2                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine2       wine2                  1
     59   wine2       wine2                  1
     60   wine3       wine3                  1
     61   wine1       wine1                  1
     62   wine3       wine3                  1
     63   wine3       wine3                  1
     64   wine1       wine1                  1
     65   wine2       wine2                  1
     66   wine2       wine2                  1
     67   wine2       wine2                  1
     68   wine3       wine3                  1
     69   wine3       wine3                  1
     70   wine2       wine2                  1
     71   wine3       wine3                  1
     72   wine3       wine3                  1
     73   wine2       wine2                  1
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine2       wine2                  1
     77   wine2       wine2                  1
     78   wine3       wine3                  1
     79   wine3       wine3                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine2       wine2                  1
     83   wine3       wine3                  1
     84   wine3       wine3                  1
     85   wine3       wine3                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine3       wine3                  1
     89   wine2       wine2                  1
     90   wine3       wine3                  1
     91   wine3       wine3                  1
     92   wine2       wine2                  1
     93   wine3       wine3                  1
     94   wine3       wine3                  1
     95   wine3       wine3                  1
     96   wine3       wine3                  1
     97   wine2       wine2                  1
     98   wine2       wine2                  1
     99   wine2       wine2                  1
    100   wine2       wine2                  1

*** Era  17  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine2       wine2                  1
      2   wine3       wine3                  1
      3   wine3       wine3                  1
      4   wine1       wine1                  1
      5   wine3       wine3                  1
      6   wine3       wine3                  1
      7   wine1       wine1                  1
      8   wine3       wine3                  1
      9   wine2       wine2                  1
     10   wine3       wine3                  1
     11   wine3       wine3                  1
     12   wine2       wine2                  1
     13   wine2       wine2                  1
     14   wine2       wine2                  1
     15   wine1       wine1                  1
     16   wine1       wine1                  1
     17   wine3       wine3                  1
     18   wine2       wine2                  1
     19   wine3       wine3                  1
     20   wine1       wine1                  1
     21   wine2       wine2                  1
     22   wine3       wine3                  1
     23   wine2       wine2                  1
     24   wine3       wine3                  1
     25   wine3       wine3                  1
     26   wine3       wine3                  1
     27   wine3       wine3                  1
     28   wine3       wine3                  1
     29   wine3       wine3                  1
     30   wine2       wine2                  1
     31   wine2       wine2                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine3       wine3                  1
     35   wine3       wine3                  1
     36   wine2       wine2                  1
     37   wine3       wine3                  1
     38   wine3       wine3                  1
     39   wine3       wine3                  1
     40   wine3       wine3                  1
     41   wine3       wine3                  1
     42   wine1       wine1                  1
     43   wine2       wine3                  0
     44   wine3       wine3                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine3       wine3                  1
     48   wine3       wine3                  1
     49   wine3       wine3                  1
     50   wine3       wine3                  1
     51   wine3       wine3                  1
     52   wine2       wine2                  1
     53   wine3       wine3                  1
     54   wine3       wine3                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine3       wine3                  1
     58   wine2       wine2                  1
     59   wine3       wine3                  1
     60   wine1       wine1                  1
     61   wine3       wine3                  1
     62   wine3       wine3                  1
     63   wine3       wine3                  1
     64   wine2       wine2                  1
     65   wine2       wine2                  1
     66   wine3       wine3                  1
     67   wine3       wine3                  1
     68   wine3       wine3                  1
     69   wine3       wine3                  1
     70   wine2       wine2                  1
     71   wine3       wine3                  1
     72   wine3       wine3                  1
     73   wine1       wine1                  1
     74   wine2       wine2                  1
     75   wine3       wine3                  1
     76   wine3       wine3                  1
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine3       wine3                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine3       wine3                  1
     83   wine3       wine3                  1
     84   wine2       wine2                  1
     85   wine3       wine3                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine3       wine3                  1
     89   wine3       wine3                  1
     90   wine2       wine2                  1
     91   wine3       wine3                  1
     92   wine3       wine3                  1
     93   wine3       wine3                  1
     94   wine3       wine3                  1
     95   wine3       wine3                  1
     96   wine3       wine3                  1
     97   wine3       wine3                  1
     98   wine3       wine3                  1
     99   wine3       wine3                  1
    100   wine3       wine3                  1

*** Era  18  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine3       wine3                  1
      2   wine3       wine3                  1
      3   wine2       wine2                  1
      4   wine3       wine3                  1
      5   wine3       wine3                  1
      6   wine3       wine3                  1
      7   wine2       wine2                  1
      8   wine3       wine3                  1
      9   wine3       wine3                  1
     10   wine3       wine3                  1
     11   wine2       wine2                  1
     12   wine3       wine3                  1
     13   wine1       wine1                  1
     14   wine3       wine3                  1
     15   wine3       wine3                  1
     16   wine2       wine2                  1
     17   wine3       wine3                  1
     18   wine2       wine2                  1
     19   wine1       wine1                  1
     20   wine2       wine2                  1
     21   wine3       wine3                  1
     22   wine3       wine3                  1
     23   wine2       wine2                  1
     24   wine3       wine3                  1
     25   wine3       wine3                  1
     26   wine2       wine2                  1
     27   wine3       wine3                  1
     28   wine3       wine3                  1
     29   wine2       wine2                  1
     30   wine3       wine3                  1
     31   wine3       wine3                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine3       wine3                  1
     35   wine3       wine3                  1
     36   wine2       wine2                  1
     37   wine2       wine2                  1
     38   wine3       wine3                  1
     39   wine3       wine3                  1
     40   wine2       wine2                  1
     41   wine2       wine2                  1
     42   wine3       wine3                  1
     43   wine2       wine2                  1
     44   wine1       wine1                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine2       wine2                  1
     48   wine2       wine2                  1
     49   wine2       wine2                  1
     50   wine3       wine3                  1
     51   wine3       wine3                  1
     52   wine2       wine2                  1
     53   wine2       wine2                  1
     54   wine2       wine2                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine1       wine1                  1
     58   wine3       wine3                  1
     59   wine3       wine3                  1
     60   wine3       wine3                  1
     61   wine2       wine2                  1
     62   wine3       wine3                  1
     63   wine3       wine3                  1
     64   wine3       wine3                  1
     65   wine2       wine2                  1
     66   wine3       wine3                  1
     67   wine3       wine3                  1
     68   wine3       wine3                  1
     69   wine2       wine2                  1
     70   wine3       wine3                  1
     71   wine1       wine1                  1
     72   wine3       wine3                  1
     73   wine3       wine3                  1
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine3       wine3                  1
     77   wine3       wine3                  1
     78   wine3       wine3                  1
     79   wine1       wine1                  1
     80   wine3       wine3                  1
     81   wine3       wine3                  1
     82   wine2       wine2                  1
     83   wine3       wine3                  1
     84   wine1       wine1                  1
     85   wine3       wine3                  1
     86   wine3       wine3                  1
     87   wine3       wine3                  1
     88   wine1       wine1                  1
     89   wine2       wine2                  1
     90   wine2       wine2                  1
     91   wine3       wine3                  1
     92   wine2       wine2                  1
     93   wine3       wine3                  1
     94   wine2       wine2                  1
     95   wine3       wine3                  1
     96   wine3       wine3                  1
     97   wine3       wine3                  1
     98   wine3       wine3                  1
     99   wine2       wine2                  1
    100   wine3       wine3                  1

*** Era  19  ***
=== Predictions on test data ===

  inst# actual  predicted  error prediction
      1   wine2       wine2                  1
      2   wine3       wine3                  1
      3   wine3       wine3                  1
      4   wine3       wine3                  1
      5   wine2       wine2                  1
      6   wine3       wine3                  1
      7   wine2       wine2                  1
      8   wine3       wine3                  1
      9   wine2       wine2                  1
     10   wine3       wine3                  1
     11   wine3       wine3                  1
     12   wine3       wine3                  1
     13   wine2       wine2                  1
     14   wine1       wine1                  1
     15   wine3       wine3                  1
     16   wine2       wine2                  1
     17   wine2       wine2                  1
     18   wine3       wine3                  1
     19   wine3       wine3                  1
     20   wine2       wine2                  1
     21   wine3       wine3                  1
     22   wine2       wine2                  1
     23   wine1       wine1                  1
     24   wine2       wine2                  1
     25   wine3       wine3                  1
     26   wine2       wine2                  1
     27   wine3       wine3                  1
     28   wine2       wine2                  1
     29   wine3       wine3                  1
     30   wine3       wine3                  1
     31   wine3       wine3                  1
     32   wine3       wine3                  1
     33   wine3       wine3                  1
     34   wine1       wine1                  1
     35   wine3       wine3                  1
     36   wine3       wine3                  1
     37   wine3       wine3                  1
     38   wine3       wine3                  1
     39   wine3       wine3                  1
     40   wine3       wine3                  1
     41   wine2       wine2                  1
     42   wine3       wine3                  1
     43   wine3       wine3                  1
     44   wine2       wine2                  1
     45   wine3       wine3                  1
     46   wine3       wine3                  1
     47   wine2       wine2                  1
     48   wine3       wine3                  1
     49   wine3       wine3                  1
     50   wine3       wine3                  1
     51   wine3       wine3                  1
     52   wine2       wine2                  1
     53   wine1       wine1                  1
     54   wine1       wine1                  1
     55   wine3       wine3                  1
     56   wine3       wine3                  1
     57   wine1       wine1                  1
     58   wine2       wine2                  1
     59   wine3       wine3                  1
     60   wine3       wine3                  1
     61   wine3       wine3                  1
     62   wine3       wine3                  1
     63   wine3       wine3                  1
     64   wine3       wine3                  1
     65   wine3       wine3                  1
     66   wine2       wine2                  1
     67   wine3       wine3                  1
     68   wine3       wine3                  1
     69   wine2       wine3                  0
     70   wine1       wine1                  1
     71   wine2       wine2                  1
     72   wine2       wine2                  1
     73   wine2       wine2                  1
     74   wine3       wine3                  1
     75   wine3       wine3                  1
     76   wine2       wine3                  0
     77   wine3       wine3                  1
     78   wine1       wine1                  1
     79   wine2       wine2                  1
     80   wine1       wine1                  1
     81   wine1       wine1                  1
     82   wine2       wine2                  1
     83   wine3       wine3                  1
     84   wine1       wine1                  1
     85   wine3       wine3                  1
     86   wine1       wine1                  1
     87   wine3       wine3                  1
     88   wine2       wine2                  1
     89   wine3       wine3                  1
     90   wine3       wine3                  1
     91   wine3       wine3                  1
     92   wine3       wine3                  1
     93   wine3       wine3                  1
     94   wine2       wine2                  1
     95   wine2       wine2                  1
     96   wine3       wine3                  1
     97   wine3       wine3                  1
     98   wine1       wine1                  1
     99   wine3       wine3                  1
    100   wine3       wine3                  1
